name,city,state,address,district
OKAWVILLE GRADE SCHOOL,OKAWVILLE,IL,,WEST WASHINGTON CO CUD 10
APISON ELEMENTARY SCHOOL,APISON,TN,,HAMILTON COUNTY
BRIDGEDALE ELEMENTARY SCHOOL,METAIRIE,LA,,JEFFERSON PARISH
HOLABIRD MIDDLE,BALTIMORE,MD,,BALTIMORE COUNTY PUBLIC SCHOOLS
TRUMAN ELEMENTARY,TRUMAN,MN,,TRUMAN PUBLIC SCHOOL DISTRICT
PLANO SPECIAL PROGRAMS CENTER,NEVADA,TX,,COMMUNITY INDEPENDENT SCHOOL DISTRICT
SKIDMORE-TYNAN J H,SKIDMORE,TX,,SKIDMORE-TYNAN INDEPENDENT SCHOOL DISTRICT
JAMES D. ADAMS MIDDLE SCHOOL,PRESTONSBURG,KY,,FLOYD COUNTY
MERIDITH-DUNBAR EARLY CHILDHOOD ACADEMY,TEMPLE,TX,,TEMPLE INDEPENDENT SCHOOL DISTRICT
LIVE OAK RIDGE MIDDLE,KILLEEN,TX,,KILLEEN INDEPENDENT SCHOOL DISTRICT
CENTRAL ELEMENTARY SCHOOL,PORTAGE,MI,,PORTAGE PUBLIC SCHOOLS
CENTRAL HEIGHTS SCHOOL,BILLINGS,MT,,BILLINGS ELEM
WOMEN'S ACADEMY OF EXCELLENCE,BRONX,NY,,NEW YORK CITY GEOGRAPHIC DISTRICT # 8
MASON EARLY CHILDHOOD CENTER ELEMENTARY SCHOOL,MASON,OH,,MASON CITY
ABERNATHY DAEP,PLAINVIEW,TX,,ABERNATHY INDEPENDENT SCHOOL DISTRICT
RAWLS SPRINGS ATTENDANCE CENTER,HATTIESBURG,MS,,FORREST COUNTY SCHOOL DISTRICT
SYLVANIA ARBOR HILLS JUNIOR HIGH SCHOOL,SYLVANIA,OH,,SYLVANIA SCHOOLS
NICHOLAS COUNTY HIGH SCHOOL,SUMMERSVILLE,WV,,NICHOLAS COUNTY SCHOOLS
EAGLE VALLEY SCHOOL,EAGLE MOUNTAIN,UT,,ALPINE DISTRICT
GRAIN VALLEY NORTH MIDDLE SCHL,GRAIN VALLEY,MO,,GRAIN VALLEY R-V
CHIPPEWA HILLS INTERMEDIATE SCHOOL,REMUS,MI,,CHIPPEWA HILLS SCHOOL DISTRICT
PEMBROKE ELEMENTARY SCHOOL,TROY,MI,,BIRMINGHAM PUBLIC SCHOOLS
FARRISTOWN MIDDLE SCHOOL,BEREA,KY,,MADISON COUNTY
PEQUANNOCK VALLEY SCHOOL,POMPTON PLAINS,NJ,,PEQUANNOCK TOWNSHIP SCHOOL DISTRICT
ENGADINE SCHOOLS,ENGADINE,MI,,ENGADINE CONSOLIDATED SCHOOLS
CONCORD MIDDLE,CONCORD,MA,,CONCORD
SHIPPENSBURG AREA SHS,SHIPPENSBURG,PA,,SHIPPENSBURG AREA SD
MIDDLEBURG HIGH SCHOOL,MIDDLEBURG,FL,,CLAY
SUN 'N LAKE ELEMENTARY SCHOOL,SEBRING,FL,,HIGHLANDS
NORTH ADAMSJEROMEELEMENTARYSCHOOL,NORTH ADAMS,MI,,NORTH ADAMS-JEROME PUBLIC SCHOOLS
AFTON JUNIOR/SENIOR HIGH SCHOOL,AFTON,NY,,AFTON CENTRAL SCHOOL DISTRICT
MYRA GREEN MIDDLE,RAYMONDVILLE,TX,,RAYMONDVILLE INDEPENDENT SCHOOL DISTRICT
ONOFRE CARBALLEIRA,CATANO,PR,,PUERTO RICO DEPARTMENT OF EDUCATION
HERNANDO COUNTY JAIL,BROOKSVILLE,FL,,HERNANDO
HAZELWOOD CENTRAL HIGH,FLORISSANT,MO,,HAZELWOOD
TRINITY SHS,WASHINGTON,PA,,TRINITY AREA SD
PAGE MIDDLE,SAN ANTONIO,TX,,SAN ANTONIO INDEPENDENT SCHOOL DISTRICT
BOWIE J H,BOWIE,TX,,BOWIE INDEPENDENT SCHOOL DISTRICT
DON T DURHAM INT,SOUTHLAKE,TX,,CARROLL INDEPENDENT SCHOOL DISTRICT
NORTH ELEMENTARY,HARTLAND,WI,,HARTLAND-LAKESIDE J3 SCHOOL DISTRICT
CENTRAL ELEMENTARY SCHOOL,WALL,NJ,,WALL TOWNSHIP PUBLIC SCHOOL DISTRICT
SKANO ELEMENTARY SCHOOL,CLIFTON PARK,NY,,SHENENDEHOWA CENTRAL SCHOOL DISTRICT
FORT WHITE ELEMENTARY SCHOOL,FORT WHITE,FL,,COLUMBIA
METROWEST ELEMENTARY,ORLANDO,FL,,ORANGE
HILLSIDE ELEMENTARY SCHOOL,ROSWELL,GA,,FULTON COUNTY
WILSON HIGH SCHOOL,WILSON,NY,,WILSON CENTRAL SCHOOL DISTRICT
BECEP CENTER,BISMARCK,ND,,BISMARCK 1
CLEWISTON ADULT SCHOOL,CLEWISTON,FL,,HENDRY
DUTTON ELEMENTARY SCHOOL,CALEDONIA,MI,,CALEDONIA COMMUNITY SCHOOLS
RUTHLAWN ELEMENTARY SCHOOL,SOUTH CHARLESTON,WV,,KANAWHA COUNTY SCHOOLS
VICTORIA ELEMENTARY,VICTORIA,KS,,VICTORIA
GREENVILLE ELEMENTARY SCHOOL,GREENVILLE,FL,,MADISON
A. C. WHELAN ELEMENTARY SCHOOL,REVERE,MA,,REVERE
NORTHVIEW HIGH SCHOOL,GRAND RAPIDS,MI,,NORTHVIEW PUBLIC SCHOOLS
MONTGOMERY C SMITH INTERMEDIATE SCHOOL,HUDSON,NY,,HUDSON CITY SCHOOL DISTRICT
EDINBURG NORTH H S,EDINBURG,TX,,EDINBURG CONSOLIDATED INDEPENDENT SCHOOL DISTRICT
ROCKAWAY MEADOW ELEMENTARY SCHOOL,PARSIPPANY,NJ,,PARSIPPANY-TROY HILLS TOWNSHIP SCHOOL DISTRICT
WISSAHICKON SHS,AMBLER,PA,,WISSAHICKON SD
AXTELL HIGH,AXTELL,KS,,PRAIRIE HILLS
RIVERTON STREET CHARTER SCHOOL,SAINT ALBANS,NY,,RIVERTON STREET CHARTER SCHOOL
CROSBY CROSSROADS ACADEMY,CROSBY,TX,,CROSBY INDEPENDENT SCHOOL DISTRICT
YES PREP NORTH FOREST,HOUSTON,TX,,YES PREP PUBLIC SCHOOLS INC
CANOPY OAKS ELEMENTARY SCHOOL,TALLAHASSEE,FL,,LEON
ANNE T. DUNPHY SCHOOL,WILLIAMSBURG,MA,,WILLIAMSBURG
THERON JONES EARLY LITERACY CENTER,TEXARKANA,TX,,TEXARKANA INDEPENDENT SCHOOL DISTRICT
BETHEL GROVE ELEMENTARY,MEMPHIS,TN,,SHELBY COUNTY
DAVIS DRIVE ELEMENTARY,CARY,NC,,WAKE COUNTY SCHOOLS
LONG COUNTY MIDDLE SCHOOL,LUDOWICI,GA,,LONG COUNTY
BEARDEN HIGH SCHOOL,KNOXVILLE,TN,,KNOX COUNTY
CARVER MIDDLE,ORLANDO,FL,,ORANGE
LASSITER HIGH SCHOOL,MARIETTA,GA,,COBB COUNTY
NUUANU ELEMENTARY SCHOOL,HONOLULU,HI,,HAWAII DEPARTMENT OF EDUCATION
EAST SAC COUNTY HIGH SCHOOL,LAKE VIEW,IA,,EAST SAC COUNTY COMM SCHOOL DISTRICT
FRANK L SMART INTERMEDIATE,DAVENPORT,IA,,DAVENPORT COMM SCHOOL DISTRICT
NEW ATHENS JR HIGH,NEW ATHENS,IL,,NEW ATHENS CONSOLIDATED UNIT SCHOOL DISTRICT 60
BALL ELEMENTARY SCHOOL,BALL,LA,,RAPIDES PARISH
COOPER ELEMENTARY SCHOOL,KALAMAZOO,MI,,PLAINWELL COMMUNITY SCHOOLS
PINEWOOD EL.,EAGAN,MN,,ROSEMOUNT-APPLE VALLEY-EAGAN
MONROE CITY ELEM.,MONROE CITY,MO,,MONROE CITY R-I
SHELBYVILLE KINDERGARTEN CENTER,SHELBYVILLE,IL,,SHELBYVILLE CONSOLIDATED UNIT SCHOOL DISTRICT 4
HUBBARD MASTERY SCHOOL,COLUMBUS,OH,,COLUMBUS CITY SCHOOL DISTRICT
CARSON ACADEMY,MILWAUKEE,WI,,MILWAUKEE SCHOOL DISTRICT
BUSINESS AND ECONOMICS ACADEMY OF MILWAUKEE,MILWAUKEE,WI,,MILWAUKEE SCHOOL DISTRICT
WATERFORD ELEMENTARY SCHOOL,WATERFORD,NJ,,WATERFORD TOWNSHIP SCHOOL DISTRICT
HARVEY C FENNER ELEMENTARY SCHOOL,FALCONER,NY,,FALCONER CENTRAL SCHOOL DISTRICT
WINGDALE ELEMENTARY SCHOOL,WINGDALE,NY,,DOVER UNION FREE SCHOOL DISTRICT
GATES COUNTY SENIOR HIGH,GATESVILLE,NC,,GATES COUNTY SCHOOLS
YOAKUM INT,YOAKUM,TX,,YOAKUM INDEPENDENT SCHOOL DISTRICT
KITTY HAWK MIDDLE,UNIVERSAL CITY,TX,,JUDSON INDEPENDENT SCHOOL DISTRICT
CLIFTONDALE ELEMENTARY SCHOOL,COLLEGE PARK,GA,,FULTON COUNTY
PEDRO COLON SANTIAGO,JUANA DIAZ,PR,,PUERTO RICO DEPARTMENT OF EDUCATION
ELEVA ELEMENTARY,ELEVA,WI,,ELEVA-STRUM SCHOOL DISTRICT
SU ANGELICA DELGADO (SU AMERICA),LARES,PR,,PUERTO RICO DEPARTMENT OF EDUCATION
HUMPHREY JR-SR HIGH SCHOOL,HUMPHREY,NE,,HUMPHREY PUBLIC SCHOOLS
ROSS N. ROBINSON MIDDLE SCHOOL,KINGSPORT,TN,,KINGSPORT
SHOULTES ELEMENTARY,MARYSVILLE,WA,,MARYSVILLE SCHOOL DISTRICT
W J ZAHNOWELEMENTARYSCHOOL,WATERLOO,IL,,WATERLOO CONSOLIDATED UNIT SCHOOL DISTRICT 5
LAUREL SPRINGS SCHOOL,LAUREL SPRINGS,NJ,,LAUREL SPRINGS SCHOOL DISTRICT
COMM BASED TRANS PROGRAM,TACOMA,WA,,TACOMA SCHOOL DISTRICT
MADISON MIDDLE SCHOOL,EUGENE,OR,,EUGENE SD 4J
CARROLL EL,SOUTHLAKE,TX,,CARROLL INDEPENDENT SCHOOL DISTRICT
READING SCHOOL,CENTERVILLE,UT,,DAVIS DISTRICT
MANSON MIDDLE SCHOOL,MANSON,WA,,MANSON SCHOOL DISTRICT
JEFFERSON ELEMENTARY SCHOOL,WESTFIELD,NJ,,WESTFIELD PUBLIC SCHOOL DISTRICT
EAST COLDENHAM ELEMENTARY SCHOOL,NEWBURGH,NY,,VALLEY CENTRAL SCHOOL DISTRICT (MONTGOMERY)
DELAND MIDDLE SCHOOL,DELAND,FL,,VOLUSIA
RED OAK ELEMENTARY SCHOOL,STOCKBRIDGE,GA,,HENRY COUNTY
SOUTH BUTLER INTERMEDIATE EL SCH,SAXONBURG,PA,,SOUTH BUTLER COUNTY SD
GARDEN CITY SCHOOL,CRANSTON,RI,,CRANSTON
HARPER MIDDLE COLLEGE HIGH,CHARLOTTE,NC,,CHARLOTTE-MECKLENBURG SCHOOLS
EMPIREELEMENTARYSCHOOL,FREEPORT,IL,,FREEPORT SD 145
NORTH SIDE ELEMENTARY,JOHNSON CITY,TN,,JOHNSON CITY
TCC FRESH START,TACOMA,WA,,TACOMA SCHOOL DISTRICT
HOULTON HIGH SCHOOL,HOULTON,ME,,RSU 29/MSAD 29
WHITNEY M. YOUNG JR. SCHOOL,JERSEY CITY,NJ,,JERSEY CITY PUBLIC SCHOOLS
MOUNTAIN VIEW HIGH,STAFFORD,VA,,STAFFORD CO PUBLIC SCHOOLS
DESOTO CENTRAL PRIMARY,SOUTHAVEN,MS,,DESOTO CO SCHOOL DISTRICT
WHITE ROCK CAMPUS,WAUKESHA,WI,,WAUKESHA SCHOOL DISTRICT
PIEDRA VISTA HIGH,FARMINGTON,NM,,FARMINGTON MUNICIPAL SCHOOLS
GROVER CLEVELAND HIGH SCHOOL,RIDGEWOOD,NY,,NEW YORK CITY GEOGRAPHIC DISTRICT #24
RCMA LEADERSHIP ACADEMY,WIMAUMA,FL,,HILLSBOROUGH
WINSTED ELEMENTARY,WINSTED,MN,,HOWARD LAKE-WAVERLY-WINSTED
WOODBURY MIDDLE SCHOOL,WOODBURY,MN,,SOUTH WASHINGTON COUNTY SCHOOL DISTRICT
HUMBLE COMMUNITY LEARNING CENTER,HUMBLE,TX,,HUMBLE INDEPENDENT SCHOOL DISTRICT
WALT DISNEY ELEMENTARY SCHOOL,MISHAWAKA,IN,,PENN-HARRIS-MADISON SCHOOL CORPORATION
GALENA HIGH,GALENA,KS,,GALENA
MONOCACY VALLEY MONTESSORI SCHOOL,FREDERICK,MD,,FREDERICK COUNTY PUBLIC SCHOOLS
CEDAR CREEK MIDDLE,YOUNGSVILLE,NC,,FRANKLIN COUNTY SCHOOLS
WRIGHT BROTHERS ELEMENTARY SCHOOL,HUBER HEIGHTS,OH,,HUBER HEIGHTS CITY
JOHN LESLIE PATTON JR ACADEMIC CENTER,DALLAS,TX,,DALLAS INDEPENDENT SCHOOL DISTRICT
LINDSAY SCHOOL,SPRINGFIELD,IL,,SPRINGFIELD SD 186
LUTHER P. JACKSON MIDDLE,DENDRON,VA,,SURRY CO PUBLIC SCHOOLS
INDIAN TRAILS MIDDLE SCHOOL,PALM COAST,FL,,FLAGLER
EDWARDSBURG HIGH SCHOOL,EDWARDSBURG,MI,,EDWARDSBURG PUBLIC SCHOOLS
GODWIN HEIGHTS LEARNING CENTER,GRAND RAPIDS,MI,,GODWIN HEIGHTS PUBLIC SCHOOLS
COLUMBUS NORTH HIGH SCHOOL,COLUMBUS,IN,,BARTHOLOMEW CON SCHOOL CORPORATION
STILLWATER MIDDLE SCHOOL,STILLWATER,MN,,STILLWATER AREA PUBLIC SCHOOL DISTRICT.
JACKSON TOWNSHIP ELEMENTARY SCHOOL,BRAZIL,IN,,CLAY COMMUNITY SCHOOLS
PS 9,MASPETH,NY,,NYC SPECIAL SCHOOLS - DISTRICT 75
MOREHEAD CITY MIDDLE,MOREHEAD CITY,NC,,CARTERET COUNTY PUBLIC SCHOOLS
SAEGERTOWN JSHS,SAEGERTOWN,PA,,PENNCREST SD
NORTHRIDGE MIDDLE SCHOOL,MIDDLEBURY,IN,,MIDDLEBURY COMMUNITY SCHOOLS
ROSS EL,HOUSTON,TX,,HOUSTON INDEPENDENT SCHOOL DISTRICT
HARRISON ROAD ELEMENTARY,FREDERICKSBURG,VA,,SPOTSYLVANIA CO PUBLIC SCHOOLS
LINCOLN ELEMENTARY,ELLENSBURG,WA,,ELLENSBURG SCHOOL DISTRICT
EASTERN GREENE HIGH SCHOOL,BLOOMFIELD,IN,,EASTERN GREENE SCHOOLS
RIVERSIDE JUNIOR HIGH,FISHERS,IN,,HAMILTON SOUTHEASTERN SCHOOLS
BLUE RIVER VALLEY ELEMENTARY SCH,NEW CASTLE,IN,,BLUE RIVER VALLEY SCHOOLS
EATON ES,WASHINGTON,DC,,DISTRICT OF COLUMBIA PUBLIC SCHOOLS
RENAISSANCE ACADEMY CHARTER SCHOOL,LAPORTE,IN,,RENAISSANCE ACADEMY CHARTER SCHOOL
LOWELL SCHOOL,MISSOULA,MT,,MISSOULA ELEM
WOODINGTON MIDDLE,KINSTON,NC,,LENOIR COUNTY PUBLIC SCHOOLS
MAY STREET ELEMENTARY SCHOOL,HOOD RIVER,OR,,HOOD RIVER COUNTY SD
CANYON LAKE ELEMENTARY - 04,RAPID CITY,SD,,RAPID CITY AREA SCHOOL DISTRICT 51-4
ROANE COUNTY HIGH SCHOOL,KINGSTON,TN,,ROANE COUNTY
MARTIN ELEMENTARY SCHOOL,PARKERSBURG,WV,,WOOD COUNTY SCHOOLS
BEVERLY-CENTER ELEMENTARY SCHOOL,BEVERLY,OH,,FORT FRYE LOCAL
SHANNON ELEMENTARY SCHOOL,MONTICELLO,IA,,MONTICELLO COMM SCHOOL DISTRICT
CLAY COURT,JACKSONVILLE,IL,,JACKSONVILLE SD 117
JOHN MUIR ELEMENTARY SCHOOL,SEATTLE,WA,,SEATTLE SCHOOL DISTRICT NO. 1
IN MATH & SCIENCE ACADEMY,INDIANAPOLIS,IN,,IN MATH & SCIENCE ACADEMY
WESTSIDE PRIMARY,QUANTICO,MD,,WICOMICO COUNTY PUBLIC SCHOOLS
HIGHLAND,WESTFIELD,MA,,WESTFIELD
SAWTOOTH MOUNTAIN ELEMENTARY,GRAND MARAIS,MN,,COOK COUNTY PUBLIC SCHOOLS
EXCELLENCE BOYS CHARTER SCHOOL OF BEDFORD STUYVESANT,BROOKLYN,NY,,EXCELLENCE BOYS CHARTER SCHOOL OF BEDFORD STUYVESANT
ELGIN MS,ELGIN,OK,,ELGIN
LATTA ELEMENTARY,LATTA,SC,,DILLON 03
BANG EL,HOUSTON,TX,,CYPRESS-FAIRBANKS INDEPENDENT SCHOOL DISTRICT
CRANDALL MIDDLE,CRANDALL,TX,,CRANDALL INDEPENDENT SCHOOL DISTRICT
TAYLOR ROAD ELEMENTARY SCHOOL,REYNOLDSBURG,OH,,REYNOLDSBURG CITY
HOLLADAY ELEMENTARY,HOLLADAY,TN,,BENTON COUNTY
PARKVIEW EL,FORT WORTH,TX,,KELLER INDEPENDENT SCHOOL DISTRICT
JOSEPH G LUTHER,SWANSEA,MA,,SWANSEA
PARKVIEW INTERMEDIATE SCHOOL,BEDFORD,IN,,NORTH LAWRENCE COM SCHOOLS
COLVIN ELEM,WICHITA,KS,,WICHITA
ANDALE ELEM-MIDDLE,ANDALE,KS,,RENWICK
WILLIAMS MIDDLE,LONGMEADOW,MA,,LONGMEADOW
EASTON AREA HS,EASTON,PA,,EASTON AREA SD
TEXAS SCHOOL FOR THE DEAF,AUSTIN,TX,,TEXAS SCH FOR THE DEAF
BLACKBURN ELEM.,INDEPENDENCE,MO,,INDEPENDENCE 30
SILVER HIGH,SILVER CITY,NM,,SILVER CONSOLIDATED SCHOOLS
FAIRFIELD CAREER CENTER,CARROLL,OH,,EASTLAND-FAIRFIELD CAREER & TECHNICAL SCHOOLS
OAK HILL ELEMENTARY,OAK HILL,OH,,OAK HILL UNION LOCAL
MICHAEL R NULL MIDDLE,HOUSTON,TX,,SHELDON INDEPENDENT SCHOOL DISTRICT
NEW MIAMI ELEMENTARY SCHOOL,HAMILTON,OH,,NEW MIAMI LOCAL
FLORENCE MIDDLE,FLORENCE,WI,,FLORENCE COUNTY SCHOOL DISTRICT
LARAMIE MONTESSORI CHARTER SCHOOL,LARAMIE,WY,,ALBANY COUNTY SCHOOL DISTRICT #1
GRANT'S LICK ELEMENTARY SCHOOL,ALEXANDRIA,KY,,CAMPBELL COUNTY
HERITAGE SCHOOL,STOCKBRIDGE,MI,,STOCKBRIDGE COMMUNITY SCHOOLS
ZANESVILLE COMMUNITY SCHOOL,ZANESVILLE,OH,,ZANESVILLE COMMUNITY SCHOOL
DOUGLASS HS,OKLAHOMA CITY,OK,,OKLAHOMA CITY
WEST POWELLHURST ELEMENTARY SCHOOL,PORTLAND,OR,,DAVID DOUGLAS SD 40
DEER HILL,COHASSET,MA,,COHASSET
ANNIE SULLIVAN MIDDLE SCHOOL,FRANKLIN,MA,,FRANKLIN
ARTURO A SCHOMBURG SATELLITE ACADEMY BRONX,BRONX,NY,,NEW YORK CITY GEOGRAPHIC DISTRICT #12
JOSEPH GILBERT EL,AUSTIN,TX,,DEL VALLE INDEPENDENT SCHOOL DISTRICT
HARVARD-KENT,CHARLESTOWN,MA,,BOSTON
HENRY GREW,HYDE PARK,MA,,BOSTON
GEORGE H CONLEY,ROSLINDALE,MA,,BOSTON
COLUMBIA ELEMENTARY SCHOOL,DECATUR,GA,,DEKALB COUNTY
MEADOWCREEK HIGH SCHOOL,NORCROSS,GA,,GWINNETT COUNTY
GATEWAY SCIENCE ACADEMY HIGH,ST. LOUIS,MO,,GATEWAY SCIENCE ACAD/ST LOUIS
PIONEER SCHOOL OF THE ARTS,BOISE,ID,,JOINT SCHOOL DISTRICT NO. 2
SUSAN B. ANTHONY MIDDLE SCHOOL,REVERE,MA,,REVERE
ADULT BASIC ED,PLANO,TX,,PLANO INDEPENDENT SCHOOL DISTRICT
SARDINIA ELEMENTARY SCHOOL,SARDINIA,OH,,EASTERN LOCAL SCHOOL DISTRICT
PRINCETON HIGH SCHOOL,PRINCETON,IL,,PRINCETON HSD 500
VANDENBERG ELEMENTARY SCHOOL,SOUTHFIELD,MI,,SOUTHFIELD PUBLIC SCHOOL DISTRICT
RIPLEY ELEMENTARY SCHOOL,RIPLEY,MS,,SOUTH TIPPAH SCHOOL DISTRICT
COLE ACADEMY,LANSING,MI,,COLE ACADEMY
AMI KIDS YES,WIMAUMA,FL,,HILLSBOROUGH
CALEB'S CREEK ELEMENTARY,KERNERSVILLE,NC,,WINSTON SALEM / FORSYTH COUNTY SCHOOLS
MURPHYELEMENTARYSCHOOL,CHICAGO,IL,,CITY OF CHICAGO SD 299
GRAND PRAIRIEELEMENTARYSCHOOL,JOLIET,IL,,PLAINFIELD SD 202
JOPPATOWNE ELEMENTARY,JOPPA,MD,,HARFORD COUNTY PUBLIC SCHOOLS
MT RAINIER ELEMENTARY,MT RAINIER,MD,,PRINCE GEORGE'S COUNTY PUBLIC SCHOOLS
SOUTHEASTERN MIDDLE,WALNUT COVE,NC,,STOKES COUNTY SCHOOLS
CHARLES W ELIOT SCHOOL,CLEVELAND,OH,,CLEVELAND MUNICIPAL
POPLAR GROVE 5-8,FRANKLIN,TN,,FRANKLIN SPECIAL SCHOOL DISTRICT
RIGGINS ELEMENTARY SCHOOL,RIGGINS,ID,,SALMON RIVER JOINT SCHOOL DISTRICT
DONGOLA ELEMENTARY SCHOOL,DONGOLA,IL,,DONGOLA USD 66
LINCOLN SCHOOL,AUGUSTA,ME,,AUGUSTA PUBLIC SCHOOLS
MCKEE ROAD ELEMENTARY,CHARLOTTE,NC,,CHARLOTTE-MECKLENBURG SCHOOLS
IGRAD ACADEMY,OAK HARBOR,WA,,OAK HARBOR SCHOOL DISTRICT
BRIARWOOD SCHOOL,ROCHESTER,NY,,WEST IRONDEQUOIT CENTRAL SCHOOL DISTRICT
WOODSTOCK HIGH SCHOOL,WOODSTOCK,IL,,WOODSTOCK CONSOLIDATED UNIT SCHOOL DISTRICT 200
H W WILKEY ELEMENTARY SCHOOL,LEITCHFIELD,KY,,GRAYSON COUNTY
BALDWYN MIDDLE SCHOOL,BALDWYN,MS,,BALDWYN SCHOOL DISTRICT
CHALK BUTTE SCHOOL,MORRILL,NE,,SIOUX COUNTY PUBLIC SCHOOLS
JOSEPH L. MUDD ELEM.,O'FALLON,MO,,FT. ZUMWALT R-II
RENAISSANCE MIDDLE SCHOOL AT THE RAND BUILDING,MONTCLAIR,NJ,,MONTCLAIR PUBLIC SCHOOL DISTRICT
LINDEN HIGH SCHOOL,LINDEN,NJ,,LINDEN PUBLIC SCHOOL DISTRICT
LAKE GROVE ELEMENTARY SCHOOL,LAKE OSWEGO,OR,,LAKE OSWEGO SD 7J
BLAINE HOME CONNECTIONS,BLAINE,WA,,BLAINE SCHOOL DISTRICT
GRAYSLAKE CENTRAL HIGH SCHOOL,GRAYSLAKE,IL,,GRAYSLAKE CHSD 127
LAFAYETTE TECUMSEH JR HIGH SCHOOL,LAFAYETTE,IN,,LAFAYETTE SCHOOL CORPORATIONORATION
MCKINLEY ELEM,LIBERAL,KS,,LIBERAL
CARE PROGRAM,CRESTWOOD,IL,,EISENHOWER COOPERATIVEERATIVE
TOWSON HIGH LAW & PUBLIC POLICY,TOWSON,MD,,BALTIMORE COUNTY PUBLIC SCHOOLS
LESLIE BELL ELEM.,LEXINGTON,MO,,LEXINGTON R-V
NEWPORT ELEMENTARY SCHOOL,NEWPORT,OH,,FRONTIER LOCAL
LINWOOD ES,OKLAHOMA CITY,OK,,OKLAHOMA CITY
MYRTLE BEACH MIDDLE,MYRTLE BEACH,SC,,HORRY 01
SMITH MIDDLE,CYPRESS,TX,,CYPRESS-FAIRBANKS INDEPENDENT SCHOOL DISTRICT
NORTH SPRINGFIELD ELEMENTARY,SPRINGFIELD,VA,,FAIRFAX CO PUBLIC SCHOOLS
SOUTH RIDGE ELEMENTARY,RIDGEFIELD,WA,,RIDGEFIELD SCHOOL DISTRICT
MUIR ELEMENTARY,PORTAGE,WI,,PORTAGE COMMUNITY SCHOOL DISTRICT
WASHINGTON WOODS ELEMENTARY SCHOOL,WESTFIELD,IN,,WESTFIELD-WASHINGTON SCHOOLS
CEDAR ELEMENTARY SCHOOL,AVON,IN,,AVON COMMUNITY SCHOOL CORPORATION
JONESVILLE MIDDLE SCHOOL,JONESVILLE,MI,,JONESVILLE COMMUNITY SCHOOLS
GREENVILLEELEMENTARYSCHOOL,GREENVILLE,IL,,BOND COUNTY CONSOLIDATED UNIT SCHOOL DISTRICT 2
NELSON ELEMENTARY SCHOOL,NELSON,NH,,NELSON SCHOOL DISTRICT
EDISON ELEMENTARY SCHOOL,MINOT,ND,,MINOT 1
TUTTLE INTERMEDIATE ES,TUTTLE,OK,,TUTTLE
SULLY BUTTES JR. HIGH - 06,ONIDA,SD,,AGAR-BLUNT-ONIDA SCHOOL DISTRICT 58-3
EISENHOWER H S,HOUSTON,TX,,ALDINE INDEPENDENT SCHOOL DISTRICT
BUSHLAND MIDDLE,BUSHLAND,TX,,BUSHLAND INDEPENDENT SCHOOL DISTRICT
PERSHING ELEMENTARY,WEST MILWAUKEE,WI,,WEST ALLIS-WEST MILWAUKEE SCHOOL DISTRICT
NORTH BARRINGTONELEMENTARYSCHOOL,NORTH BARRINGTON,IL,,BARRINGTON CONSOLIDATED UNIT SCHOOL DISTRICT 220
COLLEGE HILL ELEM,WICHITA,KS,,WICHITA
BOND MILL ELEMENTARY,LAUREL,MD,,PRINCE GEORGE'S COUNTY PUBLIC SCHOOLS
CENTERVILLE ELEMENTARY,CENTERVILLE,MN,,CENTENNIAL PUBLIC SCHOOL DISTRICT
RIVERSIDE HIGH SCHOOL,AVON,MS,,WESTERN LINE SCHOOL DISTRICT
BOONE CENTRAL ELEM-ALBION,ALBION,NE,,BOONE CENTRAL SCHOOLS
LAWRENCEVILLE ELEMENTARY SCHOOL,LAWRENCEVILLE,NJ,,LAWRENCE TOWNSHIP PUBLIC SCHOOL DISTRICT
MESA VIEW MIDDLE SCHOOL,FARMINGTON,NM,,FARMINGTON MUNICIPAL SCHOOLS
NYC MUSEUM SCHOOL,NEW YORK,NY,,NEW YORK CITY GEOGRAPHIC DISTRICT # 2
CLARK SCHOOL,CLEVELAND,OH,,CLEVELAND MUNICIPAL
MURASKI ELEMENTARY SCHOOL,STRONGSVILLE,OH,,STRONGSVILLE CITY
PITTSBURGH WEIL K-8,PITTSBURGH,PA,,PITTSBURGH SD
NATALIA EARLY CHILD CTR,NATALIA,TX,,NATALIA INDEPENDENT SCHOOL DISTRICT
JAMES G. BRUMFIELD ELEMENTARY,WARRENTON,VA,,FAUQUIER CO PUBLIC SCHOOLS
NICANDRO GARCIA,ISABELA,PR,,PUERTO RICO DEPARTMENT OF EDUCATION
KIPP DC KEY ACADEMY PCS,WASHINGTON,DC,,KIPP DC PUBLIC CHARTER SCHOOLS
RANDOLPHELEMENTARYSCHOOL,CHICAGO,IL,,CITY OF CHICAGO SD 299
CENTRAL CITY ELEMENTARY SCHOOL,CENTRAL CITY,NE,,CENTRAL CITY PUBLIC SCHOOLS
PAUL REVERE PRIMARY SCHOOL,BLUE ISLAND,IL,,COOK COUNTY SD 130
CLARK G RELEMENTARYSCHOOL,CHICAGO,IL,,CITY OF CHICAGO SD 299
LEE EL,EDINBURG,TX,,EDINBURG CONSOLIDATED INDEPENDENT SCHOOL DISTRICT
ARBOR ACADEMY,HIGHLAND PARK,IL,,NORTHERN SUBURBAN SPECIAL EDUCATION DIST
ATHENS HIGH SCHOOL,TROY,MI,,TROY SCHOOL DISTRICT
