name,city,state,address,zip
PLATO ACADEMY OF ST.PETERSBURG,ST. PETERSBURG,FL,6725 38TH AVE N,33710
PLATO ACADEMY PALM HARBOR CHARTER SCHOOL,PALM HARBOR,FL,1601 CURLEW RD,34683
PLATO ACADEMY PINELLAS PARK CHARTER SCHOOL,PINELLAS PARK,FL,9200 49TH ST N,33782
PLATO ACADEMY TAMPA CHARTER SCHOOL,TAMPA,FL,7705 GUNN HWY,33625
PLATO LEARNING ACAD  ELEM SCHOOL,CHICAGO,IL,5545 W HARRISON ST,60644
PLATO LEARNING ACAD ELEM SCHOOL,CHICAGO,IL,5545 W HARRISON ST,60644
PLATT COLLEGE,TULSA,OK,3801 S SHERIDAN RD,74145
PLATT COLLEGE-ANAHEIM,ANAHEIM,CA,1551 S DOUGLASS RD,92806
PLATT COLLEGE-AURORA,AURORA,CO,3100 S PARKER RD,80014
PLATT COLLEGE-LAWTON,LAWTON,OK,111 SW C AVE #4013,73501
PLATT COLLEGE-LOS ANGELES,ALHAMBRA,CA,1000 FREMONT AVENUE BUILDING A9W,91803
PLATT COLLEGE-MCCANN-ALLENTOWN,ALLENTOWN,PA,2200 N IRVING ST,18109
PLATT COLLEGE-MCCANN-MONROE,MONROE,LA,2319 LOUISVILLE AVE,71201
PLATT COLLEGE-MCCANN-SHREVEPORT,SHREVEPORT,LA,1227 SHREVEPORT BARKSDALE HWY,71105
PLATT COLLEGE-MILLER-MOTTE TECHNICAL-AUGUSTA,AUGUSTA,GA,621 NW FRONTAGE RD,30907
PLATT COLLEGE-MILLER-MOTTE TECHNICAL-CHATTANOOGA,CHATTANOOGA,TN,6397 LEE HWY,37421
PLATT COLLEGE-MILLER-MOTTE TECHNICAL-COLUMBUS,COLUMBUS,GA,1800 BOX RD,31907
PLATT COLLEGE-MILLER-MOTTE TECHNICAL-CONWAY,CONWAY,SC,2451 US-501,29526
PLATT COLLEGE-MILLER-MOTTE-WILMINGTON,WILMINGTON,NC,5000 MARKET ST,28405
PLATT COLLEGE-RIVERSIDE,RIVERSIDE,CA,6465 SYCAMORE CANYON BLVD #100,92507
PLATT COLLEGE-SAN DIEGO,SAN DIEGO,CA,6250 EL CAJON BLVD,92115
PLATT COLLEGE-STVT-CORPUS CHRISTI,CORPUS CHRISTI,TX,2000 S PADRE ISLAND DR,78416
PLATT COLLEGE-STVT-MCALLEN,MCALLEN,TX,1800 S MAIN ST SUITE 500,78503
PLATT COLLEGE-STVT-SAN ANTONIO,SAN ANTONIO,TX,734 SE MILITARY DR,78214
PLATT TECHNICAL HIGH SCHOOL/STRATFORD AVIATION,MILFORD,CT,600 ORANGE AVE,06461
PLATTE - GEDDES HIGH SCHOOL - 01,PLATTE,SD,400 ILLINOIS AVE,57369
PLATTE RIVER CHARTER ACADEMY,HIGHLANDS RANCH,CO,4085 LARK SPARROW ST,80126
PLATTE VALLEY MIDDLE SCHOOL,KERSEY,CO,700 HILL ST,80644
PLATTSBURGH SENIOR HIGH SCHOOL,PLATTSBURGH,NY,1 CLIFFORD DR,12901
PLATTSMOUTH MIDDLE SCHOOL,PLATTSMOUTH,NE,1724 8TH AVE,68048
PLAY MOUNTAIN PLACE,LOS ANGELES,CA,6063 HARGIS ST,90034
PLAYA DEL REY ELEMENTARY,CULVER CITY,CA,12221 JUNIETTE ST,90230
PLAYING FOR KEEPS EARLY CHILDHOOD CENTER,LONGVIEW,TX,510 S MARTIN LUTHER KING JR BLVD,75602
PLAZA CHILD CARE,EDISON,NJ,4 PROGRESS ST # A3,08820
PLAZA COLLEGE,FOREST HILLS,NY,118-33 QUEENS BLVD,11375
PLAZA MIDDLE,KANSAS CITY,MO,6501 NW 72ND ST,64151
PLAZA MIDDLE,VIRGINIA BEACH,VA,3080 S LYNNHAVEN RD,23452
PLAZA PARK INTERNATIONAL PREP ACAD,EVANSVILLE,IN,7301 LINCOLN AVE,47715
PLAZA TOWERS ES,MOORE,OK,852 SW 11TH ST,73160
PLC ARTS ACADEMY AT SCOTTSDALE  INC.,SCOTTSDALE,AZ,6140 E THUNDERBIRD RD,85254
PLC ARTS ACADEMY AT SCOTTSDALE INC.,SCOTTSDALE,AZ,6140 E THUNDERBIRD RD,85254
PLEASANT CROSSING ELEMENTARY,WHITELAND,IN,3030 125 W,46184
PLEASANT ELEMENTARY,TULARE,CA,1855 W PLEASANT AVE,93274
PLEASANT GROVE ELEMENTARY,BURLINGTON,NC,2847 PLEASANT GROVE UNION SCHOOL RD,27217
PLEASANT GROVE ELEMENTARY,ELK GROVE,CA,10160 PLEASANT GROVE SCHOOL RD,95624
PLEASANT GROVE ELEMENTARY,MORRISVILLE,NC,3605 PLEASANT GROVE CHURCH RD,27560
PLEASANT GROVE ELEMENTARY SCHOOL,INVERNESS,FL,630 PLEASANT GROVE RD,34452
PLEASANT GROVE HIGH SCHOOL,PLEASANT GROVE,AL,100 SPARTAN DR,35127
PLEASANT GROVE INT,TEXARKANA,TX,8480 N KINGS HWY,75503
PLEASANT GROVE JR HIGH,PLEASANT GROVE,UT,810 N 100 E,84062
PLEASANT GROVE PUBLIC SCHOOL,SHAWNEE,OK,1927 E WALNUT ST,74801
PLEASANT HILL ADULT CENTER,PLEASANT HILL,CA,1 SANTA BARBARA RD,94523
PLEASANT HILL ADVENTIST ACADEMY,PLEASANT HILL,CA,796 GRAYSON RD,94523
PLEASANT HILL EDUCATION CENTER,PLEASANT HILL,CA,1 SANTA BARBARA RD,94523
PLEASANT HILL ELEMENTARY,OLIVE BRANCH,MS,7686 PLEASANT HILL RD,38654
PLEASANT HILL ELEMENTARY,PLEASANT HILL,TN,486 W MAIN ST,38578
PLEASANT HILL ELEMENTARY SCHOOL,CINCINNATI,OH,1350 W NORTH BEND RD,45224
PLEASANT HILL ELEMENTARY SCHOOL,CRAWFORDSVILLE,IN,6895 N 100 W,47933
PLEASANT HILL ELEMENTARY SCHOOL,KISSIMMEE,FL,1801 JACK CALHOUN DR,34741
PLEASANT HILL HIGH SCHOOL,PLEASANT HILL,IL,501 E QUINCY ST,62366
PLEASANT HILL MIDDLE,LEXINGTON,SC,660 RAWL RD,29072
PLEASANT HILL MIDDLE,PLEASANT HILL,MO,1301 E MYRTLE ST,64080
PLEASANT HILL SCHOOL,GRANTSVILLE,WV,3254 N CALHOUN HWY,26147
PLEASANT HOPE HIGH,PLEASANT HOPE,MO,303 N MAIN ST,65725
PLEASANT KNOLL ELEMENTARY,FORT MILL,SC,2346 PLEASANT RD,29708
PLEASANT KNOLL MIDDLE,FORT MILL,SC,2320 PLEASANT RD,29708
PLEASANT LANE ELEM SCHOOL,LOMBARD,IL,401 N MAIN ST,60148
PLEASANT LEA ELEM.,LEE'S SUMMIT,MO,700 SW PERSELS RD,64081
PLEASANT LEA MIDDLE,LEE'S SUMMIT,MO,630 SW PERSELS RD,64081
PLEASANT RIDGE ELEM,OVERLAND PARK,KS,12235 ROSEHILL ST,66213
PLEASANT RIDGE ELEM SCHOOL,GLENVIEW,IL,1730 SUNSET RIDGE RD,60025
PLEASANT RIDGE ELEMENTARY SCHOOL,SALINE,MI,229 PLEASANT RIDGE DR,48176
PLEASANT RIDGE MIDDLE,EASTON,KS,32504 EASTON RD,66020
PLEASANT RUN ELEMENTARY SCHOOL,CINCINNATI,OH,11780 PIPPIN RD,45231
PLEASANT RUN ELEMENTARY SCHOOL,INDIANAPOLIS,IN,1800 N FRANKLIN RD,46219
PLEASANT STREET SCHOOL,LACONIA,NH,350 PLEASANT ST,03246
PLEASANT UNION ELEMENTARY,RALEIGH,NC,1900 PLEASANT UNION CHURCH RD,27614
PLEASANT VALLEY BAPTIST SCHOOLS,CHICO,CA,13539 GARNER LN,95973
PLEASANT VALLEY CHRISTIAN,CAMARILLO,CA,1101 E PONDEROSA DR,93010
PLEASANT VALLEY EL SCH,ALTOONA,PA,310 CAYUGA AVE,16602
PLEASANT VALLEY EL SCH,KUNKLETOWN,PA,476 POLK TOWNSHIP RD,18058
PLEASANT VALLEY ELEM,WICHITA,KS,2000 WEST 29TH ST N,67204
PLEASANT VALLEY ELEM.,CARTHAGE,MO,652 CO RD 180,64836
PLEASANT VALLEY ELEMENTARY,HARRISONBURG,VA,215 PLEASANT VALLEY RD,22801
PLEASANT VALLEY ELEMENTARY,KNOXVILLE,MD,1707 ROHRERSVILLE RD,21758
PLEASANT VALLEY ELEMENTARY SCHOOL,FAIRMONT,WV,1858 VALLEY SCHOOL RD,26554
PLEASANT VALLEY ELEMENTARY SCHOOL,GRESHAM,OR,17625 SE FOSTER RD,97080
PLEASANT VALLEY ELEMENTARY SCHOOL,SCHENECTADY,NY,1097 FOREST RD,12303
PLEASANT VALLEY MIDDLE SCHOOL,WICHITA,KS,2220 WEST 29TH ST N,67204
PLEASANT VALLEY SCHOOL,MULLICA HILL,NJ,401 CEDAR RD,08062
PLEASANT VIEW AMISH SCHOOL,NEW AUBURN,WI,704 N EAST ST,54757
PLEASANT VIEW CHRISTIAN SCHOOL,LOBELVILLE,TN,1824 TN-438,37097
PLEASANT VIEW CHRISTIAN SCHOOL,MONTGOMERY,IN,6289 E 200 N,47558
PLEASANT VIEW EL SCH,RED LION,PA,700 DELTA RD,17356
PLEASANT VIEW ELEM.,SPRINGFIELD,MO,2210 E STATE HWY AA,65803
PLEASANT VIEW ELEMENTARY,PLEASANT VIEW,TN,2625 CHURCH ST,37146
PLEASANT VIEW MIDDLE,SPRINGFIELD,MO,2210 E STATE HWY AA,65803
PLEASANT VIEW SCHOOL,PROVIDENCE,RI,50 OBADIAH BROWN RD,02909
PLEASANTON J H,PLEASANTON,TX,1140 JOLLY ST,78064
PLEASANTS COUNTY MIDDLE SCHOOL,BELMONT,WV,510 RIVERVIEW DR,26134
PLEASANTVIEW  ELEMENTARY SCHOOL,EASTPOINTE,MI,16501 TOEPFER DR,48021
PLEASANTVIEW ELEMENTARY SCHOOL,EASTPOINTE,MI,16501 TOEPFER DR,48021
PLEASANTVILLE EL SCH,PLEASANTVILLE,PA,374 N MAIN ST,16341
PLEASANTVILLE ELEMENTARY SCHOOL,PLEASANTVILLE,OH,300 W COLUMBUS ST,43148
PLEASANTVILLE HIGH SCHOOL,PLEASANTVILLE,IA,415 JONES ST,50225
PLEASANTVILLE MIDDLE SCHOOL,PLEASANTVILLE,NY,40 ROMER AVE,10570
PLENTYWOOD SCHOOL,PLENTYWOOD,MT,100 E LAUREL AVE,59254
PLIMPTON SCHOOL,HEUVELTON,NY,87 E WASHINGTON ST,13654
PLUM CENTER FOR LIFELONG LEARNING,SPRINGFIELD,VA,6815 EDSALL RD,22151
PLUM CITY HIGH,PLUM CITY,WI,907 MAIN ST,54761
PLUM CREEK CHRISTIAN ACADEMY,DYER,IN,1300 CALUMET AVE,46311
PLUMAS CHRISTIAN SCHOOL,QUINCY,CA,49 S LINDAN AVE,95971
PLUMB ELEMENTARY SCHOOL,CLEARWATER,FL,1920 LAKEVIEW RD,33764
PLUMFIELD ACADEMY- INC,DANVERS,MA,123 DAYTON ST,01923
PLUMMER ELEMENTARY,NORTH HILLS,CA,9340 NOBLE AVE,91343
PLUMMER ES,WASHINGTON,DC,4601 TEXAS AVE SE,20019
PLUMOSA SCHOOL OF THE ARTS,DELRAY BEACH,FL,2501 SEACREST BLVD,33444
PLYMOUTH CENTER SCHOOL,PLYMOUTH,CT,107 NORTH ST,06782
PLYMOUTH ELEMENTARY,MONROVIA,CA,1300 BOLEY ST,91016
PLYMOUTH HIGH,PLYMOUTH,WI,125 S HIGHLAND AVE,53073
PLYMOUTH HIGH SCHOOL,CANTON,MI,8400 N BECK RD,48187
PLYMOUTH HIGH SCHOOL,PLYMOUTH,OH,400 TRUX ST,44865
PLYMOUTH REGIONAL HIGH SCHOOL,PLYMOUTH,NH,86 OLD WARD BRIDGE RD,03264
PLYMOUTH-CANTON MONTESSORI SCHOOL,CANTON,MI,45245 JOY RD,48187
PLYMOUTH-WHITEMARSH SHS,PLYMOUTH MEETING,PA,201 E GERMANTOWN PIKE,19462
POCAHONTAS CATHOLIC SCHOOL,POCAHONTAS,IA,305 SW 3RD ST,50574
POCAHONTAS ELEMENTARY,POWHATAN,VA,4294 ANDERSON HWY,23139
POCAHONTAS HIGH SCHOOL,POCAHONTAS,AR,2312 STADIUM DR,72455
POCAHONTAS MIDDLE,RICHMOND,VA,12000 THREE CHOPT RD,23233
POCASSET SCHOOL,TIVERTON,RI,242 MAIN RD,02878
POCATELLO HIGH SCHOOL,POCATELLO,ID,325 N ARTHUR AVE,83204
POCOLA HS,POCOLA,OK,603 PRYOR AVE E,74902
POCOMOKE ELEMENTARY,POCOMOKE CITY,MD,2119 POCOMOKE BELTWAY,21851
POCOMOKE HIGH,POCOMOKE CITY,MD,1817 OLD VIRGINIA RD,21851
POCOMOKE MIDDLE,POCOMOKE CITY,MD,800 8TH ST,21851
POCONO MOUNTAIN WEST HS,POCONO SUMMIT,PA,181 PANTHER LN,18346
POCONO MOUNTAIN WEST JHS,POCONO SUMMIT,PA,180 PANTHER LN,18346
POCOPSON EL SCH,WEST CHESTER,PA,1105 POCOPSON RD,19382
PODER ACADEMY,CHEYENNE,WY,2201 MORRIE AVE,82001
PODESTA RANCH ELEMENTARY,STOCKTON,CA,9950 WINDMILL PARK DR,95209
POE EL,HOUSTON,TX,5100 HAZARD ST,77098
POE ELEM CLASSICAL SCHOOL,CHICAGO,IL,10538 S LANGLEY AVE,60628
POE ELEMENTARY,RALEIGH,NC,400 PEYTON ST,27610
POE MIDDLE,ANNANDALE,VA,7000 CINDY LN,22003
POE MIDDLE,SAN ANTONIO,TX,814 ARANSAS AVE,78210
POESTENKILL ELEMENTARY SCHOOL,POESTENKILL,NY,1 VETERANS ST,12140
POHAKEA ELEMENTARY SCHOOL,EWA BEACH,HI,91-750 FORT WEAVER RD,96706
POINCIANA ACADEMY OF FINE ARTS,KISSIMMEE,FL,4201 RHODODENDRON AVE,34758
POINCIANA ELEMENTARY SCHOOL,KEY WEST,FL,1407 KENNEDY DR,33040
POINCIANA ELEMENTARY SCHOOL,NAPLES,FL,2825 AIRPORT-PULLING RD,34105
POINCIANA PARK ELEMENTARY SCHOOL,MIAMI,FL,6745 NW 23RD AVE,33147
POINCIANA STEM ELEMENTARY MAGNET SCHOOL,BOYNTON BEACH,FL,1203 N SEACREST BLVD,33435
POINSETTIA ELEMENTARY,CARLSBAD,CA,2445 MICA RD,92009
POINSETTIA ELEMENTARY,VENTURA,CA,350 N VICTORIA AVE,93003
POINT DUME ELEMENTARY,MALIBU,CA,6955 FERNHILL DR,90265
POINT FERMIN ELEMENTARY,SAN PEDRO,CA,3333 S KERCKHOFF AVE,90731
POINT O' VIEW ELEMENTARY,VIRGINIA BEACH,VA,VIRGINIA BEACH,23462
POINT OF DISCOVERY SCHOOL,STEVENS POINT,WI,1900 W ZINDA DR,54481
POINT PARK UNIVERSITY,PITTSBURGH,PA,201 WOOD ST,15222
POINT PLEASANT JUNIOR/SENIOR HIGH SCHOOL,POINT PLEASANT,WV,280 SCENIC DR,25550
POINT QUEST EDUCATION,SACRAMENTO,CA,6600 44TH ST # A,95823
POINT QUEST EDUCATION - EL DORADO HILLS,EL DORADO HILLS,CA,4900 WINDPLAY DR,95762
POINT WEBSTER MIDDLE,QUINCY,MA,60 LANCASTER ST,02169
POINTE SOUTH MIDDLE SCHOOL,JONESBORO,GA,8495 THOMAS RD,30238
POINTE-AUX-CHENES ELEMENTARY SCHOOL,MONTEGUT,LA,1236 LA-665,70377
POINTER RIDGE ELEMENTARY,BOWIE,MD,1110 PARKINGTON LN #1718,20716
POJOAQUE HIGH,SANTA FE,NM,1574 NM-502,87506
POKO LOKO CHILD CARE CENTER,WHEELING,IL,404 S ELMHURST RD,60090
POLAND JUNIOR-SENIOR HIGH SCHOOL,POLAND,NY,74 COLD BROOK ST,13431
POLAND REGIONAL H S,POLAND,ME,1457 MAINE ST,04274
POLAND SEMINARY HIGH SCHOOL,POLAND,OH,3199 DOBBINS RD,44514
POLARIS ELEM CHARTER ACADEMY,CHICAGO,IL,620 N SAWYER AVE,60624
POLARIS ELEMENTARY SCHOOL,DENVER,CO,410 PARK AVE W,80205
POLARIS TECH,RIDGELAND,SC,1508 GRAYS HWY,29936
POLE GREEN ELEMENTARY,MECHANICSVILLE,VA,8993 POLE GREEN PARK LN,23116
POLENTA ELEMENTARY,GARNER,NC,105 JOSEPHINE RD,27529
POLK CITY ELEMENTARY SCHOOL,POLK CITY,FL,125 S BOUGAINVILLEA AVE,33868
POLK HALFWAY HOUSE,BARTOW,FL,2145 BOB PHILLIPS RD,33830
POLK MIDDLE,CARROLLTON,TX,2001 KELLY BLVD,75006
POLK STATE COLLEGE - LAKELAND,LAKELAND,FL,3425 WINTER LAKE RD,33803
POLLARD ELEMENTARY SCHOOL,PLAISTOW,NH,120 MAIN ST,03865
POLLOCK ROBERT B SCH,PHILADELPHIA,PA,2875 WELSH RD,19152
POLLY RYON MIDDLE,RICHMOND,TX,7901 FM 762 RD,77469
POLO HIGH,POLO,MO,300 W SCHOOL ST,64671
POLO PARK MIDDLE SCHOOL,WELLINGTON,FL,11901 LAKE WORTH RD,33449
POLSON HIGH SCHOOL,POLSON,MT,1712 2ND ST W,59860
POLSON MIDDLE SCHOOL,POLSON,MT,1602 2ND ST W,59860
POLYTECH HIGH SCHOOL,WOODSIDE,DE,823 WALNUT SHADE RD,19980
POLYTECHNIC HIGH,RIVERSIDE,CA,5450 VICTORIA AVE,92506
POMARIA-GARMANY ELEMENTARY,POMARIA,SC,7288 US-176,29126
POMEROY JR SR HIGH SCHOOL,POMEROY,WA,1090 PATAHA ST,99347
POMONA CATHOLIC MIDDLE SCHOOL,POMONA,CA,533 W HOLT AVE,91768
POMONA ELEMENTARY,COSTA MESA,CA,2051 POMONA AVE,92627
POMONA HIGH SCHOOL,ARVADA,CO,8101 W POMONA DR,80005
POMONA UNIFIED SCHOOL DISTRICT ADULT AND CAREER EDUCATION,POMONA,CA,1515 W MISSION BLVD,91766
POMPANO BEACH ELEMENTARY SCHOOL,POMPANO BEACH,FL,700 NE 13TH AVE,33060
POMPANO BEACH MIDDLE SCHOOL,POMPANO BEACH,FL,310 NE 6TH ST,33060
POMPTON LAKES HIGH SCHOOL,POMPTON LAKES,NJ,44 LAKESIDE AVE,07442
PONAGANSET MIDDLE SCHOOL,NORTH SCITUATE,RI,7 RUSTIC HILL RD,02857
PONCA CITY EAST MS,PONCA CITY,OK,612 E GRAND AVE,74601
PONCA ELEM SCHOOL,OMAHA,NE,11300 N POST RD,68112
POND CREEK-HUNTER HS,POND CREEK,OK,200 BROADWAY AVE,73766
POND ELEM.,WILDWOOD,MO,17200 MANCHESTER RD,63040
POND ELEMENTARY,WASCO,CA,29585 POND RD,93280
PONDERA COLONY SCHOOL,VALIER,MT,300 PONDERA COLONY RD,59486
PONDEROSA EL,HOUSTON,TX,17202 BUTTE CREEK RD,77090
PONDEROSA HIGH,SHINGLE SPRINGS,CA,3661 PONDEROSA RD,95682
PONTIAC ACADEMY FOR EXCELLENCE  HIGH SCHOOL,PONTIAC,MI,196 CESAR E CHAVEZ AVE,48342
PONTIAC ACADEMY FOR EXCELLENCE  MIDDLE SCHOOL,PONTIAC,MI,196 CESAR E CHAVEZ AVE,48342
PONTIAC ACADEMY FOR EXCELLENCE ELEMENTARY,PONTIAC,MI,196 CESAR E CHAVEZ AVE,48342
PONTIAC ACADEMY FOR EXCELLENCE HIGH SCHOOL,PONTIAC,MI,196 CESAR E CHAVEZ AVE,48342
PONTIAC ACADEMY FOR EXCELLENCE MIDDLE SCHOOL,PONTIAC,MI,196 CESAR E CHAVEZ AVE,48342
PONTIAC ELEMENTARY,ELGIN,SC,500 SPEARS CREEK CHURCH RD,29045
PONTIAC JR HIGH SCHOOL,PONTIAC,IL,600 N MORROW ST,61764
PONTIAC MIDDLE SCHOOL,PONTIAC,MI,1275 N PERRY ST,48340
PONTIFICAL COLLEGE JOSEPHINUM,COLUMBUS,OH,7625 N HIGH ST,43235
PONTIFICAL JOHN PAUL II INSTITUTE FOR STUDIES ON MARRIAGE AND FAMILY,WASHINGTON,DC,MCGIVNEY HALL,20064
PONTOTOC JUNIOR HIGH SCHOOL,PONTOTOC,MS,132 N MAIN ST,38863
PONTOTOC RIDGE CAREER & TECH. CNT.,PONTOTOC,MS,354 CENTER RIDGE DR,38863
PONTOTOC TECHNOLOGY CENTER,ADA,OK,601 W 33RD ST,74820
POOLESVILLE HIGH,POOLESVILLE,MD,17501 W WILLARD RD,20837
POPE COUNTY ELEMENTARY SCHOOL,GOLCONDA,IL,125 IL-146,62938
POPE HIGH SCHOOL,MARIETTA,GA,3001 HEMBREE RD NE,30062
POPE JOHN PAUL II CATHOLIC SCHOOL,CHICAGO,IL,4325 S RICHMOND ST,60632
POPHAM EL,DEL VALLE,TX,7014 ELROY RD,78617
POPLAR AVENUE ELEMENTARY,OROVILLE,CA,2075 POPLAR ST,95965
POPLAR BLUFF KINDERGARTEN CTR.,POPLAR BLUFF,MO,1200 CAMP RD,63901
POPLAR BLUFF MIDDLE SCHOOL,POPLAR BLUFF,MO,1300 VICTORY LN,63901
POPLAR BLUFF TECHNICAL CAREER CENTER,POPLAR BLUFF,MO,3203 OAK GROVE RD,63901
POPLAR GROVE K-4,FRANKLIN,TN,2959 DEL RIO PIKE,37069
POPLAR HALLS ELEMENTARY,NORFOLK,VA,5523 PEBBLE LN,23502
POPLAR HIGH SCHOOL,POPLAR,MT,400 4TH AVE W,59255
POPLAR SPRINGS ELEMENTARY,KING,NC,223 HOBE KISER RD,27021
POPLAR TREE ELEMENTARY,CHANTILLY,VA,13440 MELVILLE LN,20151
POPLARVILLE LOWER ELEMENTARY SCHOOL,POPLARVILLE,MS,804 S JULIA ST,39470
POPLIN ELEMENTARY,INDIAN TRAIL,NC,5627 POPLIN RD,28079
POQUOSON HIGH,POQUOSON,VA,51 ODD RD,23662
PORT CLINTON HIGH SCHOOL,PORT CLINTON,OH,821 JEFFERSON ST,43452
PORT CLINTON MIDDLE SCHOOL,PORT CLINTON,OH,807 S JEFFERSON ST,43452
PORT COLDEN SCHOOL,WASHINGTON,NJ,30 PORT COLDEN RD,07882
PORT HURON HIGH SCHOOL,PORT HURON,MI,2215 COURT ST,48060
PORT JEFFERSON MIDDLE SCHOOL,PORT JEFFERSON,NY,350 OLD POST RD,11777
PORT JERVIS SENIOR HIGH SCHOOL,PORT JERVIS,NY,10 UNITED STATES RTE 209,12771
PORT MALABAR ELEMENTARY SCHOOL,PALM BAY,FL,301 PIONEER AVE NE,32907
PORT NORRIS MIDDLE SCHOOL,PORT NORRIS,NJ,6812 BROWN ST,08349
PORT OF LOS ANGELES HIGH,SAN PEDRO,CA,250 W 5TH ST,90731
PORT ROYAL ELEMENTARY,PORT ROYAL,SC,1214 PARIS AVE,29935
PORT ST. JOE HIGH SCHOOL,PORT ST JOE,FL,100 SHARK DR,32456
PORT WASHINGTON ELEMENTARY SCHOOL,PORT WASHINGTON,OH,304 E ARCH ST,43837
PORTAGE CENTRAL MIDDLE SCHOOL,PORTAGE,MI,8305 S WESTNEDGE AVE,49002
PORTAGE NORTH MIDDLE SCHOOL,PORTAGE,MI,1100 W MILHAM AVE,49024
PORTAGE PARK ELEM SCHOOL,CHICAGO,IL,5330 W BERTEAU AVE,60641
PORTAGE PATH COMMUNITY LEARNING CENTER,AKRON,OH,55 S PORTAGE PATH,44303
PORTAGEVILLE HIGH,PORTAGEVILLE,MO,904 KING AVE,63873
PORTAL MIDDLE/HIGH SCHOOL,PORTAL,GA,27245 US-80,30450
PORTER ELEMENTARY SCHOOL,HAGERHILL,KY,SOUTH 41222,41222
PORTER H S,PORTER,TX,22625 SANDY LN,77365
PORTER RIDGE ELEMENTARY,INDIAN TRAIL,NC,2843 RIDGE RD,28079
PORTERVILLE HIGH,PORTERVILLE,CA,465 W OLIVE AVE,93257
PORTLAND COMMUNITY COLLEGE,PORTLAND,OR,705 N KILLINGSWORTH ST,97217
PORTLAND COMMUNITY COLLEGE - CASCADE CAMPUS,PORTLAND,OR,705 N KILLINGSWORTH ST,97217
PORTLAND EAST MIDDLE SCHOOL,PORTLAND,TN,604 S BROADWAY ST,37148
PORTLAND MONTESSORI ACADEMY,PORTLAND,TN,613 COLLEGE ST,37148
PORTLOCK PRIMARY,CHESAPEAKE,VA,1857 VARSITY DR,23324
PORTOLA HIGH,IRVINE,CA,1001 CADENCE,92618
PORTOLA HILLS ELEMENTARY,TRABUCO CANYON,CA,19422 SADDLEBACK RANCH RD,92679
PORTOLA JUNIOR/SENIOR HIGH,PORTOLA,CA,155 6TH AVE,96122
PORTSMOUTH CHRISTIAN SCHOOL,PORTSMOUTH,VA,3214 ELLIOTT AVE,23702
PORTSMOUTH STEM ACADEMY,PORTSMOUTH,OH,618 3RD ST,45662
PORTSMOUTH WEST HIGH SCHOOL,WEST PORTSMOUTH,OH,15332 US-52,45663
POSEN ELEMENTARY SCHOOL,POSEN,MI,10575 MICHIGAN AVE,49776
POSITIVE OUTCOMES CHARTER SCHOOL,CAMDEN,DE,3337 S DUPONT HWY,19934
POSSUM ELEMENTARY SCHOOL,SPRINGFIELD,OH,2589 S YELLOW SPRINGS ST,45506
POST ELEMENTARY,WESTMINSTER,CA,14641 WARD ST,92683
POST MIDDLE,POST,TX,200 W 6TH ST,79356
POST SECONDARY PROGRAM,WESTMINSTER,MD,125 N COURT ST,21157
POTEET H S,MESQUITE,TX,3300 POTEET DR,75150
POTOSI ELEM.,POTOSI,MO,205 STATE HWY P,63664
POTRERO ELEMENTARY,EL MONTE,CA,2611 POTRERO AVE,91733
POTTER SCHOOL,FLINT,MI,2500 N AVERILL AVE,48506
POTTER VALLEY JUNIOR HIGH,POTTER VALLEY,CA,10401 MAIN ST,95469
POTTER-DIX JR/SR HIGH SCHOOL,POTTER,NE,303 WALNUT ST,69156
POTTERS HOUSE HIGH SCHOOL,WYOMING,MI,2465 28TH ST SW,49519
POTTSBORO H S,POTTSBORO,TX,901 FM 120,75076
POTTSGROVE MS,POTTSTOWN,PA,1351 N HANOVER ST,19464
POTTSVILLE AREA HS,POTTSVILLE,PA,1600 ELK AVE,17901
POTTSVILLE JUNIOR HIGH SCHOOL,POTTSVILLE,AR,250 APACHE DR,72858
POTTSVILLE MIDDLE GRADE,POTTSVILLE,AR,6926 AR-247,72858
POUDRE HIGH SCHOOL,FORT COLLINS,CO,201 S IMPALA DR,80521
POUGHKEEPSIE MIDDLE SCHOOL,POUGHKEEPSIE,NY,55 W COLLEGE AVE,12601
POVERELLO OF ASSISI PRESCHOOL,SYLMAR,CA,13367 BORDEN AVE # A,91342
POWDER MILL SCHOOL,SOUTHWICK,MA,94 POWDER MILL RD,01077
POWDER RIVER BASIN CHILDREN'S CENTER,GILLETTE,WY,410 N MILLER AVE,82716
POWDERSVILLE MIDDLE,GREENVILLE,SC,130 ROE RD,29611
POWELL ACADEMY FOR SUCCESS,LONG BEACH,CA,150 W VICTORIA ST,90805
POWELL COUNTY HIGH SCHOOL,STANTON,KY,700 W COLLEGE AVE,40380
POWELL ELEM PAIDEIA COMM ACADEMY,CHICAGO,IL,7511 S SOUTH SHORE DR,60649
POWELL MIDDLE SCHOOL,POWELL,TN,3329 W EMORY RD,37849
POWELL MIDDLE SCHOOL,POWELL,WY,369 E 3RD ST,82435
POWELLS LANE SCHOOL,WESTBURY,NY,603 POWELLS LN,11590
POWER HIGH SCHOOL,POWER,MT,402 TETON AVE,59468
POWER MIDDLE SCHOOL,FARMINGTON HILLS,MI,34740 RHONSWOOD ST,48335
POWERS ELEMENTARY,BELOIT,WI,620 HILLSIDE AVE,53511
POWERS FERRY ELEMENTARY SCHOOL,MARIETTA,GA,403 POWERS FERRY RD,30067
