name,city,state,district 
NORTH DAVIESS ELEMENTARY SCHOOL,ELNORA,IN,NORTH DAVIESS COM SCHOOLS
ARBOR PREPARATORY HIGH SCHOOL,YPSILANTI,MI,ARBOR PREPARATORY HIGH SCHOOL
KELLOGG HIGH SCHOOL,KELLOGG,ID,KELLOGG JOINT DISTRICT
BEECHWOOD HIGH SCHOOL,FORT MITCHELL,KY,BEECHWOOD INDEPENDENT
LEESVILLE ROAD MIDDLE,RALEIGH,NC,WAKE COUNTY SCHOOLS
VIRGINIA STEVENSON ELEMENTARY SCHOOL,DAYTON,OH,MAD RIVER LOCAL
HARRINGTON,LEXINGTON,MA,LEXINGTON
WARREN COUNTY HIGH,FRONT ROYAL,VA,WARREN CO PUBLIC SCHOOLS
MOORLANDS ELEMENTARY,KENMORE,WA,NORTHSHORE SCHOOL DISTRICT
LYMAN ELEMENTARY,LYMAN,SC,SPARTANBURG 05
MOLINE SR HIGH SCHOOL,MOLINE,IL,MOLINE-COAL VALLEY CONSOLIDATED UNIT SCHOOL DISTRICT 40
CROYDON VILLAGE SCHOOL,CROYDON,NH,CROYDON SCHOOL DISTRICT
TALMADGE MIDDLE SCHOOL,INDEPENDENCE,OR,CENTRAL SD 13J
TWIN VALLEY MS,ELVERSON,PA,TWIN VALLEY SD
MOUNT NITTANY EL SCH,STATE COLLEGE,PA,STATE COLLEGE AREA SD
ROCK CREEK ELEMENTARY,MAPLE VALLEY,WA,TAHOMA SCHOOL DISTRICT
LAKEVIEW ELEMENTARY,WHITEWATER,WI,WHITEWATER UNIFIED SCHOOL DISTRICT
BANNOCKBURN ELEMENTARY,BETHESDA,MD,MONTGOMERY COUNTY PUBLIC SCHOOLS
CAREER PREPARATION CENTER,STERLING HEIGHTS,MI,WARREN CONSOLIDATED SCHOOLS
RIO HONDO EL,RIO HONDO,TX,RIO HONDO INDEPENDENT SCHOOL DISTRICT
MOUNTAIN VIEW MIDDLE SCHOOL,BLACKFOOT,ID,BLACKFOOT DISTRICT
FRANKLIN EAST GRADE SCHOOL,FRANKLIN,IL,FRANKLIN CONSOLIDATED UNIT SCHOOL DISTRICT 1
CASCADE MIDDLE SCHOOL,CLAYTON,IN,MILL CREEK COMMUNITY SCH CORPORATION
ELDER W DIGGS SCHOOL 42,INDIANAPOLIS,IN,INDIANAPOLIS PUBLIC SCHOOLS
GRAY'S CREEK ELEMENTARY SCHOOL,DENHAM SPRINGS,LA,LIVINGSTON PARISH
OTSEGO ELEMENTARY SCHOOL,DIX HILLS,NY,HALF HOLLOW HILLS CENTRAL SCHOOL DISTRICT
SECOND CHANCE ACADEMY,ROSCOMMON,MI,HOUGHTON LAKE COMMUNITY SCHOOLS
WESTBY HIGH,WESTBY,WI,WESTBY AREA SCHOOL DISTRICT
LINCOLNELEMENTARYSCHOOL,MENDOTA,IL,MENDOTA CCSD 289
GORDON-RUSHVILLE ELE-RUSHVILLE,RUSHVILLE,NE,GORDON-RUSHVILLE PUBLIC SCHS
CHILDREN'S VILLAGE ACADEMY,KINSTON,NC,CHILDREN'S VILLAGE ACADEMY
BROOKHAVEN HIGH SCHOOL,BROOKHAVEN,MS,BROOKHAVEN SCHOOL DISTRICT
HAWTHORNE ELEM.,MEXICO,MO,MEXICO 59
EAST NEWARK PUBLIC SCHOOL,E NEWARK,NJ,EAST NEWARK SCHOOL DISTRICT
ERRICK ROAD ELEMENTARY SCHOOL,NORTH TONAWANDA,NY,NIAGARA-WHEATFIELD CENTRAL SCHOOL DISTRICT
TERRACE PARK ELEMENTARY SCHOOL,TERRACE PARK,OH,MARIEMONT CITY
MIDWAY MIDDLE SCHOOL,TEN MILE,TN,ROANE COUNTY
MABANK J H,MABANK,TX,MABANK INDEPENDENT SCHOOL DISTRICT
SKY VIEW HIGH,SMITHFIELD,UT,CACHE DISTRICT
R A LONG HIGH SCHOOL,LONGVIEW,WA,LONGVIEW SCHOOL DISTRICT
SU ALFREDO DORRINGTON,HORMIGUEROS,PR,PUERTO RICO DEPARTMENT OF EDUCATION
HENDERSONVILLE HIGH,HENDERSONVILLE,NC,HENDERSON COUNTY SCHOOLS
MELROSE ELEMENTARY SCHOOL,MIAMI,FL,MIAMI-DADE
MESA VIEW ELEMENTARY,GRANTS,NM,GRANTS-CIBOLA COUNTY SCHOOLS
EAST CARTERET HIGH,BEAUFORT,NC,CARTERET COUNTY PUBLIC SCHOOLS
WARRENWOOD ELEMENTARY,FAYETTEVILLE,NC,CUMBERLAND COUNTY SCHOOLS
FOREST HILLS GLOBAL ELEMENTARY,WILMINGTON,NC,NEW HANOVER COUNTY SCHOOLS
ASHLEY RIVER CREATIVE ARTS ELEMENTARY,CHARLESTON,SC,CHARLESTON 01
SANTA ANNA EL,SANTA ANNA,TX,SANTA ANNA INDEPENDENT SCHOOL DISTRICT
JAMES MADISON SCHOOL #10,GARFIELD,NJ,GARFIELD PUBLIC SCHOOL DISTRICT
W.W. ROBINSON ELEMENTARY,WOODSTOCK,VA,SHENANDOAH CO PUBLIC SCHOOLS
ROSEMONTELEMENTARYSCHOOL,ROSEMONT,IL,ROSEMONT ESD 78
ROOSEVELTELEMENTARYSCHOOL,CHICAGO HEIGHTS,IL,CHICAGO HEIGHTS SD 170
SUNFLOWER ELEMENTARY,GARDNER,KS,GARDNER EDGERTON
BEL AIR ELEMENTARY,BEL AIR,MD,HARFORD COUNTY PUBLIC SCHOOLS
JEROME W. STAMPLEY 9TH GRADE ACADEM,CLARKSDALE,MS,CLARKSDALE MUNICIPAL SCHOOL DISTRICT
RUSSELL HAWKINS JR. HIGH,JACKSON,MO,JACKSON R-II
JIM NED MIDDLE,TUSCOLA,TX,JIM NED CONSOLIDATED INDEPENDENT SCHOOL DISTRICT
J.L. FRANCIS ELEMENTARY,RICHMOND,VA,RICHMOND CITY PUBLIC SCHOOLS
IT TAKES A VILLAGE ACADEMY,BROOKLYN,NY,NEW YORK CITY GEOGRAPHIC DISTRICT #18
LANDING SCHOOL,GLEN COVE,NY,GLEN COVE CITY SCHOOL DISTRICT
BARNARD ES,TECUMSEH,OK,TECUMSEH
CACIQUE AGUEYBANA,BAYAMON,PR,PUERTO RICO DEPARTMENT OF EDUCATION
CHATSWORTH ELEMENTARY SCHOOL,CHATSWORTH,GA,MURRAY COUNTY
LC HATCHER ELEMENTARY SCHOOL,LUCEDALE,MS,GEORGE CO SCHOOL DISTRICT
PALO VERDE HIGH SCHOOL,LAS VEGAS,NV,CLARK COUNTY SCHOOL DISTRICT
SEYMOUR HIGH SCHOOL,PAYSON,IL,PAYSON CONSOLIDATED UNIT SCHOOL DISTRICT 1
PLAZA PARK INTERNATIONAL PREP ACAD,EVANSVILLE,IN,EVANSVILLE VANDERBURGH SCHOOL CORPORATION
ADAIR CO. HIGH,BRASHEAR,MO,ADAIR CO. R-II
BEACH PARK MIDDLE SCHOOL,BEACH PARK,IL,BEACH PARK CCSD 3
MURDOCK ELEMENTARY SCHOOL,LAFAYETTE,IN,LAFAYETTE SCHOOL CORPORATIONORATION
JAMES CALDWELL HIGH SCHOOL,WEST CALDWELL,NJ,CALDWELL-WEST SCHOOL DISTRICT
ACADEMY STREET ELEMENTARY SCHOOL,BAYPORT,NY,BAYPORT-BLUE POINT UNION FREE SCHOOL DISTRICT
ROMA H S,ROMA,TX,ROMA INDEPENDENT SCHOOL DISTRICT
HIGHLAND HIGH SCHOOL,COWICHE,WA,HIGHLAND SCHOOL DISTRICT
SALEM HIGH SCHOOL,SALEM,IN,SALEM COMMUNITY SCHOOLS
DELTA WOODS MIDDLE,LEE'S SUMMIT,MO,BLUE SPRINGS R-IV
SOUTH CENTRAL PRAIRIE SPEC ED UNIT,NAPOLEON,ND,SOUTH CENTRAL PRAIRIE SPECIAL ED UNIT
BEAVER LOCAL MIDDLE SCHOOL,EAST LIVERPOOL,OH,BEAVER LOCAL
CHARLES PAGE HS,SAND SPRINGS,OK,SAND SPRINGS
BELLWOOD ELEMENTARY,NORTH CHESTERFIELD,VA,CHESTERFIELD CO PUBLIC SCHOOLS
ELIZABETH D. REDD ELEMENTARY,RICHMOND,VA,RICHMOND CITY PUBLIC SCHOOLS
LONGFELLOW ELEMENTARY,PASCO,WA,PASCO SCHOOL DISTRICT
STARRY ELEMENTARY SCHOOL,MARION,IA,MARION INDEPENDENT SCHOOL DISTRICT
IBAPAH SCHOOL,IBAPAH,UT,TOOELE DISTRICT
NORTH FORESTVILLE ELEMENTARY,FORESTVILLE,MD,PRINCE GEORGE'S COUNTY PUBLIC SCHOOLS
CLIFFORD H MARSHALL ELEMENTARY,QUINCY,MA,QUINCY
ST. GEORGE ELEMENTARY SCHOOL,FOLKSTON,GA,CHARLTON COUNTY
JELLICO HIGH SCHOOL,JELLICO,TN,CAMPBELL COUNTY
CITY PARK ELEMENTARY,ATHENS,TN,ATHENS
EVERGREEN JR HIGH,SALT LAKE CITY,UT,GRANITE DISTRICT
JOHN REDD SMITH ELEMENTARY,COLLINSVILLE,VA,HENRY CO PUBLIC SCHOOLS
ESE HOMEBOUND,STUART,FL,MARTIN
BENNETTELEMENTARYSCHOOL,CHICAGO,IL,CITY OF CHICAGO SD 299
ASHLAND ELEMENTARY SCHOOL,ASHLAND,MS,BENTON CO SCHOOL DISTRICT
SANTA ROSA MIDDLE,SANTA ROSA,NM,SANTA ROSA CONSOLIDATED SCHOOLS
CARRIZOZO MIDDLE,CARRIZOZO,NM,CARRIZOZO MUNICIPAL SCHOOLS
WILLOW GROVE ELEMENTARY SCHOOL,HACKETTSTOWN,NJ,HACKETTSTOWN PUBLIC SCHOOL DISTRICT
TERRA LINDA ELEMENTARY SCHOOL,PORTLAND,OR,BEAVERTON SD 48J
NORTHPORT HIGH SCHOOL,NORTHPORT,WA,NORTHPORT SCHOOL DISTRICT
Q.I. ROBERTS JR. - SR. HIGH SCHOOL,FLORAHOME,FL,PUTNAM
WEST MIDDLE SCHOOL,BINGHAMTON,NY,BINGHAMTON CITY SCHOOL DISTRICT
B. EDWARD BOUDREAUX MIDDLE SCHOOL,BALDWIN,LA,ST. MARY PARISH
GREENE MIDDLE SCHOOL,GREENE,NY,GREENE CENTRAL SCHOOL DISTRICT
FOX ROAD ELEMENTARY,RALEIGH,NC,WAKE COUNTY SCHOOLS
SMITHVILLE HS,SMITHVILLE,OK,SMITHVILLE
MAPLEMERE ELEMENTARY SCHOOL,AMHERST,NY,SWEET HOME CENTRAL SCHOOL DISTRICT
NEVILS ELEMENTARY SCHOOL,STATESBORO,GA,BULLOCH COUNTY
ST MARYS ADOLESCENT ED PROGRAM,DECATUR,IL,MACON/PIATT ROE
HURON ACADEMY GRADES K2,STERLING HEIGHTS,MI,HURON ACADEMY
SUSSEX AVENUE SCHOOL,MORRISTOWN,NJ,MORRIS SCHOOL DISTRICT
PS 45 JOHN TYLER,STATEN ISLAND,NY,NEW YORK CITY GEOGRAPHIC DISTRICT #31
NORTH MASON SENIOR HIGH SCHOOL,BELFAIR,WA,NORTH MASON SCHOOL DISTRICT
M. A. JONES ELEMENTARY SCHOOL,ATLANTA,GA,ATLANTA PUBLIC SCHOOLS
JAMES H. HARRISON ELEMENTARY,LAUREL,MD,PRINCE GEORGE'S COUNTY PUBLIC SCHOOLS
DORSEY ATTENDANCE CENTER,FULTON,MS,ITAWAMBA COUNTY SCHOOL DISTRICT
MAPLE STREET ELEMENTARY SCHOOL,CONTOOCOOK,NH,HOPKINTON SCHOOL DISTRICT
CHICORA EL SCH,CHICORA,PA,KARNS CITY AREA SD
HOBE SOUND ELEMENTARY SCHOOL,HOBE SOUND,FL,MARTIN
FALLSTON HIGH,FALLSTON,MD,HARFORD COUNTY PUBLIC SCHOOLS
WALLS ELEMENTARY SCHOOL,WALLS,MS,DESOTO CO SCHOOL DISTRICT
LIBERTY ELEMENTARY SCHOOL,SALEM,OR,SALEM-KEIZER SD 24J
POPLAR GROVEELEMENTARYSCHOOL,POPLAR GROVE,IL,NORTH BOONE CONSOLIDATED UNIT SCHOOL DISTRICT 200
NEUQUA VALLEY HIGH SCHOOL,NAPERVILLE,IL,INDIAN PRAIRIE CONSOLIDATED UNIT SCHOOL DISTRICT 204
HALSTEAD MIDDLE SCHOOL,HALSTEAD,KS,HALSTEAD
EAST RANGE ACADEMY OF TECH-SCIENCE,EVELETH,MN,EAST RANGE ACADEMY OF TECH-SCIENCE
NEW ALBANY/S.TIPPAH/UNION CO. ALT,NEW ALBANY,MS,NEW ALBANY PUBLIC SCHOOLS
NORTHWEST MIDDLE,WINSTON SALEM,NC,WINSTON SALEM / FORSYTH COUNTY SCHOOLS
HERITAGE ELEMENTARY,LYNCHBURG,VA,LYNCHBURG CITY PUBLIC SCHOOLS
MIDDLE SCHOOL OPTIONS,KINGSTON,WA,NORTH KITSAP SCHOOL DISTRICT
WESTRIDGE ELEMENTARY,ROCK SPRINGS,WY,SWEETWATER COUNTY SCHOOL DISTRICT #1
THE SPECIAL CHILDREN'S SCHOOL,WINSTON-SALEM,NC,WINSTON SALEM / FORSYTH COUNTY SCHOOLS
AURELIAN SPRINGS INSTITUTE OF GLOBAL LEA,LITTLETON,NC,HALIFAX COUNTY SCHOOLS
WARNER ELEMENTARY SCHOOL,WILMINGTON,DE,RED CLAY CONSOLIDATED SCHOOL DISTRICT
SHEELER HIGH CHARTER,APOPKA,FL,ORANGE
SOUTHSIDE JUNIOR HIGH SCHOOL,DENHAM SPRINGS,LA,LIVINGSTON PARISH
SWIFT RIVER,NEW SALEM,MA,NEW SALEM-WENDELL
LINCOLN,NEWARK,NJ,NEWARK PUBLIC SCHOOL DISTRICT
BROOKLYN INTERNATIONAL HIGH SCHOOL AT WATERS EDGE,BROOKLYN,NY,NEW YORK CITY GEOGRAPHIC DISTRICT #13
LOOKOUT MOUNTAIN ELEMENTARY,LOOKOUT MTN,TN,HAMILTON COUNTY
ALPINE SCHOOL,ALPINE,UT,ALPINE DISTRICT
ROCK ISLAND ELEMENTARY,ROCK ISLAND,WA,EASTMONT SCHOOL DISTRICT
HALLSVILLE DAEP,HALLSVILLE,TX,HALLSVILLE INDEPENDENT SCHOOL DISTRICT
PUTNAM COUNTY MIDDLE SCHOOL,EATONTON,GA,PUTNAM COUNTY
NEW HOPE ELEMENTARY,HENDERSON,NC,VANCE COUNTY SCHOOLS
CRESWELL ELEMENTARY,CRESWELL,NC,WASHINGTON COUNTY SCHOOLS
YADKINVILLE ELEMENTARY,YADKINVILLE,NC,YADKIN COUNTY SCHOOLS
HEARTLAND HIGH SCHOOL,MCCALL,ID,MCCALL-DONNELLY JOINT SCHOOL DISTRICT
AMPARK NEIGHBORHOOD,BRONX,NY,NEW YORK CITY GEOGRAPHIC DISTRICT #10
ROSEBANK ELEMENTARY,NASHVILLE,TN,DAVIDSON COUNTY
MAPLEWOOD CENTER,EDMONDS,WA,EDMONDS SCHOOL DISTRICT
ATLANTA NEIGHBORHOOD CHARTER - ELEMENTARY,ATLANTA,GA,ATLANTA PUBLIC SCHOOLS
HIGH SCHOOL FOR INNOVATION IN ADVERTISING AND MEDIA,BROOKLYN,NY,NEW YORK CITY GEOGRAPHIC DISTRICT #18
CHESAK ELEMENTARY SCHOOL,LAKE IN THE HILLS,IL,HUNTLEY COMM SCH DISTRICT 158
COHASSET ELEMENTARY,COHASSET,MN,GRAND RAPIDS PUBLIC SCHOOL DISTRICT
WYNOT HIGH SCHOOL,WYNOT,NE,WYNOT PUBLIC SCHOOLS
BUFFALO CAMPUS,SENECAVILLE,OH,MID-EAST CAREER AND TECHNOLOGY CENTERS
PENN ALEXANDER SCH,PHILADELPHIA,PA,PHILADELPHIA CITY SD
BELLE FOURCHE MIDDLE SCHOOL - 07,BELLE FOURCHE,SD,BELLE FOURCHE SCHOOL DISTRICT 09-1
HIDALGO ACADEMY,HIDALGO,TX,HIDALGO INDEPENDENT SCHOOL DISTRICT
BRADFORD EL,IOWA PARK,TX,IOWA PARK CONSOLIDATED INDEPENDENT SCHOOL DISTRICT
AUDUBON ELEMENTARY,REDMOND,WA,LAKE WASHINGTON SCHOOL DISTRICT
ADVANTAGE ACADEMY MIDDLE SCHOOL,PLANT CITY,FL,HILLSBOROUGH
FREDERICK DOUGLASS ELEMENTARY SCHOOL,CINCINNATI,OH,CINCINNATI PUBLIC SCHOOLS
CENTRAL DAVIE ACADEMY,MOCKSVILLE,NC,DAVIE COUNTY SCHOOLS
CELINA PRIMARY SCHOOL,CELINA,OH,CELINA CITY
JOUETT ELEMENTARY,MINERAL,VA,LOUISA CO PUBLIC SCHOOLS
FAIRGLEN ELEMENTARY SCHOOL,COCOA,FL,BREVARD
PAINT VALLEY ELEMENTARY,BAINBRIDGE,OH,PAINT VALLEY LOCAL
GREEN PRIMARY ELEMENTARY SCHOOL,FRANKLIN FURNACE,OH,GREEN LOCAL
ROY GOMM ELEMENTARY SCHOOL,RENO,NV,WASHOE COUNTY SCHOOL DISTRICT
HAILEYVILLE ES,HAILEYVILLE,OK,HAILEYVILLE
NEW ELLENTON STEAM MAGNET MIDDLE,NEW ELLENTON,SC,AIKEN 01
VANTAGE CAREER CENTER,VAN WERT,OH,VANTAGE CAREER CENTER
EISENHOWER ES,LAWTON,OK,LAWTON
SCOTT CITY MIDDLE,SCOTT CITY,KS,SCOTT COUNTY
JEFFERSON EARLY LRNING CTR,PAULS VALLEY,OK,PAULS VALLEY
BERRENDO ELEMENTARY,ROSWELL,NM,ROSWELL INDEPENDENT SCHOOLS
COUNTRYWOOD PRIMARY CENTER,HUNTINGTON STATION,NY,SOUTH HUNTINGTON UNION FREE SCHOOL DISTRICT
WEWOKA ES,WEWOKA,OK,WEWOKA
ITASKIN EDUCATION CENTER,GRAND RAPIDS,MN,GRAND RAPIDS PUBLIC SCHOOL DISTRICT
O.H. ANDERSON ELEMENTARY,MAHTOMEDI,MN,MAHTOMEDI PUBLIC SCHOOL DISTRICT
BURWELL JR-SR HIGH SCHOOL,BURWELL,NE,BURWELL PUBLIC SCHOOLS
GROVER C FIELDS MIDDLE,NEW BERN,NC,CRAVEN COUNTY SCHOOLS
CARNEY HS,CARNEY,OK,CARNEY
CANTON ARTS ACADEMY @ SUMMIT,CANTON,OH,CANTON CITY
TIMMONS ELEMENTARY SCHOOL,CHAGRIN FALLS,OH,KENSTON LOCAL
ST HENRY HIGH SCHOOL,SAINT HENRY,OH,ST HENRY CONSOLIDATED LOCAL
PETERS EL SCH,SLATINGTON,PA,NORTHERN LEHIGH SD
CALYPSO EL SCH,BETHLEHEM,PA,BETHLEHEM AREA SD
TYRONE AREA MS,TYRONE,PA,TYRONE AREA SD
SOUTH FREMONT HIGH SCHOOL,ST ANTHONY,ID,FREMONT COUNTY JOINT DISTRICT
CARL WILDE SCHOOL 79,INDIANAPOLIS,IN,INDIANAPOLIS PUBLIC SCHOOLS
HEARN ELEMENTARY,FRANKFORT,KY,FRANKLIN COUNTY
ELEMENTARY SCHOOL AT EUSTIS,EUSTIS,NE,EUSTIS-FARNAM PUBLIC SCHOOLS
RANDLEMAN HIGH,RANDLEMAN,NC,RANDOLPH COUNTY SCHOOL SYSTEM
NORTH CLARION CO EL SCH,TIONESTA,PA,NORTH CLARION COUNTY SD
PENN WYNNE SCH,WYNNEWOOD,PA,LOWER MERION SD
BATTLE GROUND MIDDLE SCHOOL,WEST LAFEYETTE,IN,TIPPECANOE SCHOOL CORPORATION
ROSEMOUNT ELEMENTARY,ROSEMOUNT,MN,ROSEMOUNT-APPLE VALLEY-EAGAN
CRESTRIDGE MAGNET CENTER,OMAHA,NE,OMAHA PUBLIC SCHOOLS
BETHLEHEM ELEMENTARY SCHOOL,BETHLEHEM,NH,BETHLEHEM SCHOOL DISTRICT
NAZARETH AREA HS,NAZARETH,PA,NAZARETH AREA SD
HOMEBOUND,LUBBOCK,TX,LUBBOCK INDEPENDENT SCHOOL DISTRICT
FELL D NEWLIN SCH,PHILADELPHIA,PA,PHILADELPHIA CITY SD
STEVENS ELEMENTARY SCHOOL,SEATTLE,WA,SEATTLE SCHOOL DISTRICT NO. 1
CLEARVIEW EL SCH,BROGUE,PA,RED LION AREA SD
SUTTON MIDDLE SCHOOL,ATLANTA,GA,ATLANTA PUBLIC SCHOOLS
POPLAR BLUFF JR. HIGH,POPLAR BLUFF,MO,POPLAR BLUFF R-I
NATIONAL PARK SCHOOL,NATIONAL PARK,NJ,NATIONAL PARK BORO SCHOOL DISTRICT
SELMER MIDDLE SCHOOL,SELMER,TN,MCNAIRY COUNTY
WARE SHOALS PRIMARY,WARE SHOALS,SC,GREENWOOD 51
COVERED BRIDGE SPEC ED DIST,TERRE HAUTE,IN,COVERED BRIDGE SPECIAL EDUCATION DIST
GENEVA NORTH HIGH SCHOOL,GENEVA,NE,GENEVA NORTH SCHOOL
SOUTH ORANGE MIDDLE SCHOOL,S ORANGE,NJ,SOUTH ORANGE-MAPLEWOOD SCHOOL DISTRICT
PS 209 MARGARET MEAD,BROOKLYN,NY,NEW YORK CITY GEOGRAPHIC DISTRICT #21
STONY BROOK EL SCH,YORK,PA,CENTRAL YORK SD
GREENBRIER ELEMENTARY,GREENBRIER,TN,ROBERTSON COUNTY
JARDINES DE PONCE,PONCE,PR,PUERTO RICO DEPARTMENT OF EDUCATION
ROCK POINT COMMUNITY SCHOOL,ROCK POINT,AZ,ROCK POINT COMMUNITY SCHOOL
ROBERT J. BURCH ELEMENTARY SCHOOL,TYRONE,GA,FAYETTE COUNTY
CENTRAL ELEM,OLATHE,KS,OLATHE
TRI-COUNTY SECONDARY,KARLSTAD,MN,TRI-COUNTY SCHOOL DISTRICT
KEARNY ELEMENTARY,SANTA FE,NM,SANTA FE PUBLIC SCHOOLS
BENJAMIN J MARTIN ELEMENTARY,FAYETTEVILLE,NC,CUMBERLAND COUNTY SCHOOLS
PINKSTON STREET ELEMENTARY,HENDERSON,NC,VANCE COUNTY SCHOOLS
WASHINGTONELEMENTARYSCHOOL,STERLING,IL,STERLING CONSOLIDATED UNIT SCHOOL DISTRICT 5
ULEN-HITTERDAL ELEMENTARY,ULEN,MN,ULEN-HITTERDAL PUBLIC SCHOOL DISTRICT
MAE E REYNOLDS SCHOOL,BALDWINSVILLE,NY,BALDWINSVILLE CENTRAL SCHOOL DISTRICT
PS/MS 200 POMONOK SCHOOL AND STAR ACADEMY (THE),FLUSHING,NY,NEW YORK CITY GEOGRAPHIC DISTRICT #25
RAYMOND C BUCKLEY ELEMENTARY SCHOOL,LANSING,NY,LANSING CENTRAL SCHOOL DISTRICT
TRUMBAUERSVILLE EL SCH,QUAKERTOWN,PA,QUAKERTOWN COMMUNITY SD
MORONI SCHOOL,MORONI,UT,NORTH SANPETE DISTRICT
TAVARES ELEMENTARY SCHOOL,TAVARES,FL,LAKE
DODSON HIGH SCHOOL,DODSON,LA,WINN PARISH
FOREST PARK ELEMENTARY SCHOOL,COLUMBUS,OH,COLUMBUS CITY SCHOOL DISTRICT
SMITH EL,FRISCO,TX,FRISCO INDEPENDENT SCHOOL DISTRICT
HOWE MIDDLE,HOWE,TX,HOWE INDEPENDENT SCHOOL DISTRICT
CONCORD ELEMENTARY,CONCORD,VA,CAMPBELL CO PUBLIC SCHOOLS
NICKELSVILLE ELEMENTARY,NICKELSVILLE,VA,SCOTT CO PUBLIC SCHOOLS
SABANETAS MANI,MAYAGUEZ,PR,PUERTO RICO DEPARTMENT OF EDUCATION
GREAT MILLS HIGH,GREAT MILLS,MD,ST. MARY'S COUNTY PUBLIC SCHOOLS
WESTOVER HIGH,FAYETTEVILLE,NC,CUMBERLAND COUNTY SCHOOLS
PITTSBURGH LIBERTY K-5,PITTSBURGH,PA,PITTSBURGH SD
COLEMAN J H,COLEMAN,TX,COLEMAN INDEPENDENT SCHOOL DISTRICT
METCALF EL,HOUSTON,TX,CYPRESS-FAIRBANKS INDEPENDENT SCHOOL DISTRICT
HARTMAN MIDDLE,HOUSTON,TX,HOUSTON INDEPENDENT SCHOOL DISTRICT
IVAN SAND COMMUNITY SCHOOL SUMMER,ELK RIVER,MN,ELK RIVER SCHOOL DISTRICT
UNITEC CAREER CTR.,BONNE TERRE,MO,NORTH ST. FRANCOIS CO. R-I
STINGLEY ELEMENTARY SCHOOL,CENTERVILLE,OH,CENTERVILLE CITY
BORLAND MANOR EL SCH,CANONSBURG,PA,CANON-MCMILLAN SD
CASCADE ELEMENTARY SCHOOL,RENTON,WA,RENTON SCHOOL DISTRICT
PEABODY ES CAPITOL HILL CLUSTER,WASHINGTON,DC,DISTRICT OF COLUMBIA PUBLIC SCHOOLS
MELBA ELEMENTARY SCHOOL,MELBA 2C,ID,MELBA JOINT DISTRICT
HIGHLAND ELEMENTARY SCHOOL,MIDLAND PARK,NJ,MIDLAND PARK SCHOOL DISTRICT
EDGEWOOD EL,HOUSTON,TX,SPRING BRANCH INDEPENDENT SCHOOL DISTRICT
GRIMES ES,TULSA,OK,TULSA
L F SMITH ELEMENTARY,SO HOUSTON,TX,PASADENA INDEPENDENT SCHOOL DISTRICT
THOMPSON INT,HOUSTON,TX,PASADENA INDEPENDENT SCHOOL DISTRICT
LAUREL ELEMENTARY,LAUREL BLOOMERY,TN,JOHNSON COUNTY
ELADIO ROSA ROMERO,VILLALBA,PR,PUERTO RICO DEPARTMENT OF EDUCATION
NORTH HOPKINS H S,SULPHUR SPRINGS,TX,NORTH HOPKINS INDEPENDENT SCHOOL DISTRICT
HERITAGE MIDDLE SCHOOL,MERIDIAN,ID,JOINT SCHOOL DISTRICT NO. 2
BUCHANAN ELEMENTARY SCHOOL,BATON ROUGE,LA,EAST BATON ROUGE PARISH
CROGHAN ELEMENTARY SCHOOL,FREMONT,OH,FREMONT CITY
BRISTOW HS,BRISTOW,OK,BRISTOW
WEST EL,WEST,TX,WEST INDEPENDENT SCHOOL DISTRICT
WOLFLIN EL,AMARILLO,TX,AMARILLO INDEPENDENT SCHOOL DISTRICT
BENJAMIN TASKER MIDDLE SCHOOL,BOWIE,MD,PRINCE GEORGE'S COUNTY PUBLIC SCHOOLS
SCHOOL 3,OCEANSIDE,NY,OCEANSIDE UNION FREE SCHOOL DISTRICT
HARTSHORNE HS,HARTSHORNE,OK,HARTSHORNE
MOLALLA ELEMENTARY SCHOOL,MOLALLA,OR,MOLALLA RIVER SD 35
BARRETT EL,CROSBY,TX,CROSBY INDEPENDENT SCHOOL DISTRICT
SOUTHPORT MIDDLE SCHOOL,INDIANAPOLIS,IN,PERRY TOWNSHIP SCHOOLS
GRENADA UPPER ELEMENTARY SCHOOL,GRENADA,MS,GRENADA SCHOOL DISTRICT
EUNICE THOMAS ELEM.,CASSVILLE,MO,CASSVILLE R-IV
BURT ELEMENTARY,CLARKSVILLE,TN,MONTGOMERY COUNTY
BLUE RIDGE ELEMENTARY,ARARAT,VA,PATRICK CO PUBLIC SCHOOLS
TOOELE HIGH,TOOELE,UT,TOOELE DISTRICT
NORTON HIGH,NORTON,MA,NORTON
LA CRESCENT-HOKAH ELEMENTARY,LA CRESCENT,MN,LA CRESCENT-HOKAH SCHOOL DISTRICT
LIBERTY ACADEMY,LIBERTY,MO,LIBERTY 53
OAK HILL ELEMENTARY,LENOIR,NC,CALDWELL COUNTY SCHOOLS
NORTHFIELD ELEMENTARY SCHOOL,NORTHFIELD,OH,NORDONIA HILLS CITY
LOWER MACUNGIE MS,MACUNGIE,PA,EAST PENN SD
SUGAR GROVE ACADEMY,HOUSTON,TX,HOUSTON INDEPENDENT SCHOOL DISTRICT
LANE ELEMENTARY,ALEXANDRIA,VA,FAIRFAX CO PUBLIC SCHOOLS
JACOBSVILLE ELEMENTARY,PASADENA,MD,ANNE ARUNDEL COUNTY PUBLIC SCHOOLS
RALSTON MIDDLE SCHOOL,RALSTON,NE,RALSTON PUBLIC SCHOOLS
NAPOLEON ELEMENTARY SCHOOL,NAPOLEON,ND,NAPOLEON 2
